Area,AspectRation,Extent,Solidity,Compactness
36109,1.218691776,0.771559829,0.990345849,0.905032184
38852,1.278570433,0.744291188,0.990894948,0.882296679
43713,1.354378098,0.773024687,0.99239466,0.858720522
34968,1.317327882,0.743367347,0.975179876,0.868963662
37493,1.234810224,0.78177193,0.99298162,0.899624507
56204,1.257049581,0.751671749,0.980359323,0.890558727
34912,1.192614885,0.774376719,0.990551851,0.91543705
37264,1.209823955,0.783499085,0.992621401,0.908558258
36856,1.225782165,0.790816436,0.992727469,0.902878285
42811,1.302928857,0.778353514,0.99168404,0.874902745
41869,1.231580024,0.769198266,0.991428098,0.900518165
40202,1.237369949,0.756757774,0.991271329,0.898529179
43828,1.29072814,0.802710623,0.991045586,0.879281216
33078,1.163022358,0.772417336,0.99252858,0.926985107
38845,1.190556335,0.769086085,0.991905419,0.915773688
38511,1.255884172,0.764289116,0.99188688,0.891502964
34191,1.1517228,0.771980131,0.992625925,0.931536651
42745,1.168984022,0.798449612,0.989330186,0.924208431
36104,1.335878229,0.755946399,0.990344525,0.8646426
45477,1.262533758,0.794496855,0.992362581,0.889501464
47496,1.259955189,0.748675914,0.990222037,0.890140017
42324,1.192089059,0.784286111,0.99198425,0.914816693
56525,1.426073247,0.786511382,0.990658628,0.835966077
46625,1.328064564,0.735874369,0.99219016,0.866720849
39234,1.316388126,0.793086719,0.993215533,0.870869516
33421,1.131522436,0.763385107,0.99198599,0.939600078
40566,1.397415785,0.788362873,0.990743681,0.845211106
35772,1.322236437,0.746416275,0.989817377,0.869274851
42202,1.207099548,0.774036169,0.989379909,0.908760038
39436,1.17332096,0.762401887,0.991726393,0.92247981
34239,1.239510475,0.769554077,0.992147204,0.897314723
34447,1.152349161,0.745783628,0.988351075,0.93042111
42122,1.173077344,0.78474551,0.990732901,0.92189540699999994
43678,1.268866658,0.784404576,0.989466054,0.885878633
44517,1.208268306,0.771257796,0.993416942,0.909331483
44906,1.212360547,0.776651678,0.99158699,0.907292135
43634,1.189015564,0.778816978,0.989298508,0.915721338
35123,1.214686329,0.791914683,0.990580139,0.906725796
41126,1.384492402,0.770337348,0.989057502,0.849330685
44220,1.240489078,0.779756657,0.986129075,0.897175553
46594,1.211874989,0.785495128,0.98772603,0.907718142
41323,1.320454743,0.755392659,0.984255907,0.868579969
37927,1.125974018,0.791845001,0.992645519,0.942083231
46841,1.459642096,0.703571858,0.986853471,0.82594509
39579,1.161116439,0.769046925,0.991855453,0.927447433
36730,1.188778353,0.766677799,0.991684216,0.91645742
36120,1.106669237,0.760821485,0.990348761,0.950001616
37212,1.23375797,0.776738749,0.991394698,0.899882169
50336,1.355556301,0.782222222,0.992311635,0.858118401
35338,1.148565094,0.787686958,0.990720233,0.932516916
38376,1.181829079,0.725663717,0.987240173,0.917936932
40962,1.251343156,0.782912844,0.993331232,0.893401209
38192,1.295881907,0.814345722,0.992360858,0.877471593
40587,1.336622362,0.777528736,0.98864882,0.864456244
40965,1.249570456,0.785311709,0.988823984,0.893888211
40453,1.294428453,0.780704802,0.991470797,0.878591869
37179,1.219112015,0.771668742,0.989988018,0.905105284
37164,1.338786872,0.744859101,0.98977309,0.863465731
35969,1.074654359,0.81179471,0.983969361,0.962873769
37445,1.219257861,0.750460959,0.990660882,0.905120308
36369,1.21057436,0.76844574,0.990549079,0.908563911
40119,1.37112315,0.753408451,0.991277921,0.853534048
45475,1.260941274,0.771704453,0.991734636,0.889820681
46946,1.360406015,0.767593198,0.990840017,0.856377837
40512,1.190273826,0.744268078,0.988748688,0.915043145
45460,1.228079143,0.770338739,0.98901338,0.900355041
38145,1.347217158,0.740277131,0.981196625,0.860481887
33325,1.179669807,0.798969072,0.988843061,0.920302508
34313,1.115243208,0.796975891,0.991705202,0.946067007
48067,1.202687376,0.733993006,0.993078798,0.91102372
48202,1.205226841,0.756537025,0.988110369,0.909749417
35610,1.209479513,0.756806155,0.992253678,0.908302398
38222,1.242222397,0.757936901,0.988619316,0.895946922
38729,1.172048207,0.782783572,0.987128511,0.923259683
45009,1.345947,0.743643123,0.991431341,0.861365601
37459,1.253296622,0.754005636,0.991687184,0.89288104
38134,1.262289484,0.778403756,0.989927833,0.889394217
46975,1.354261587,0.778401935,0.989989463,0.858998615
35302,1.236937262,0.781674859,0.990405117,0.898595039
35532,1.179838493,0.791640674,0.991959799,0.920347405
42223,1.16546219,0.75175373,0.993692782,0.924982709
41506,1.219527515,0.804021463,0.993085297,0.905195044
35247,1.228802962,0.759012016,0.989945232,0.90150006
36340,1.198432349,0.803271441,0.99265208,0.912204987
40824,1.271112943,0.749339207,0.991379101,0.886567615
42142,1.263952074,0.791488243,0.993025119,0.889130668
44495,1.219363552,0.776689708,0.992328107,0.904841489
41322,1.312898272,0.742773943,0.99274457,0.872187873
33946,1.273808035,0.761530869,0.990256709,0.885594271
47762,1.417134645,0.717804596,0.987389399,0.839149055
40846,1.271988616,0.77744152,0.990686393,0.88612502
33236,1.049424005,0.76828479,0.988842938,0.975594507
43289,1.257704632,0.782307762,0.992457242,0.891046406
41087,1.235044158,0.766034007,0.98961896,0.898932825
45794,1.342013618,0.777342092,0.992436556,0.862636572
36469,1.246705762,0.765560384,0.991921884,0.895024541
44706,1.248867128,0.78089083,0.990648821,0.894288849
41918,1.467980058,0.714714408,0.992752937,0.824862986
33845,1.188221248,0.763926508,0.990807693,0.916982789
37657,1.322825985,0.747459309,0.991156266,0.868587354
32849,1.269492841,0.746568182,0.988088434,0.886393473
38290,1.22946959,0.749799283,0.991172892,0.90137733
39883,1.189509329,0.757511871,0.989603494,0.916257651
34722,1.167037322,0.790375817,0.992085488,0.925200082
34971,1.238875312,0.782454021,0.991550654,0.897921335
48813,1.332540778,0.736155517,0.98980047,0.865487898
40778,1.24337515,0.802779746,0.993688622,0.896580466
35246,1.284005131,0.781282557,0.990083991,0.882338556
33584,1.169218404,0.748056576,0.991146264,0.924244739
37365,1.283559108,0.784517511,0.990982628,0.881796917
45719,1.175666476,0.774215945,0.991606299,0.921390267
32114,1.211220556,0.760670804,0.991387028,0.908165329
51630,1.33465536,0.771402958,0.991930836,0.864889215
50771,1.408911909,0.742428895,0.989958273,0.841412884
34443,1.250754642,0.784650082,0.987641223,0.892614563
38825,1.255094181,0.760201284,0.990711679,0.891909922
40958,1.15624091,0.754568902,0.989323671,0.929241018
43236,1.157757098,0.772071429,0.990969516,0.928671576
38493,1.203253359,0.750760649,0.987253142,0.911035228
33607,1.076387518,0.770802752,0.983753879,0.963176382
39901,1.30941404,0.769324207,0.98970632,0.873122752
40895,1.280522234,0.744411679,0.992067343,0.882666586
40834,1.341279064,0.749357704,0.991742362,0.862994044
36473,1.164641364,0.785531218,0.989554506,0.926323169
35437,1.150348272,0.781549116,0.989749749,0.931489499
42312,1.221997071,0.774945055,0.991099035,0.903686308
50666,1.237953426,0.773845707,0.990595734,0.898041537
38117,1.171900551,0.767744924,0.992475134,0.923325578
39669,1.216650465,0.777411958,0.992767406,0.905932005
42730,1.249770356,0.754480445,0.99118534,0.893980807
52807,1.32004004,0.768705601,0.992594124,0.869873247
36396,1.157016236,0.798665818,0.989425037,0.928817074
38217,1.211217193,0.75827381,0.990257301,0.908103424
42528,1.23675735,0.788066339,0.991721661,0.898539563
36775,1.278143941,0.755179991,0.99287237800000006,0.884155016
44442,1.223723763,0.792644646,0.991411426,0.903273063
36140,1.21386242,0.764382403,0.990869959,0.906998958
39535,1.283473758,0.747947331,0.989785444,0.88156611
35609,1.167537238,0.789329018,0.98908394,0.925097234
37574,1.341944686,0.748113489,0.988763454,0.862823536
38888,1.20948508,0.793713644,0.992243315,0.908891276
29380,1.209712656,0.778113248,0.989558774,0.908774239
35377,1.255328656,0.781984969,0.9906194,0.89221145
41088,1.205156027,0.768919829,0.990358658,0.910296789
50086,1.29747077,0.755376587,0.989978851,0.877010523
36029,1.239311249,0.774950529,0.990596904,0.897430051
39306,1.27370135,0.753103924,0.989975821,0.885465337
35287,1.112003227,0.789383025,0.990456676,0.947872803
40662,1.192288914,0.793559719,0.991175897,0.915285973
40285,1.337045828,0.745562897,0.98854044,0.864424753
36917,1.191917225,0.771708683,0.988327577,0.915074591
45906,1.269487204,0.788722231,0.991083573,0.886521747
41433,1.289545811,0.747834091,0.985209844,0.879425474
35967,1.169438462,0.78621549,0.992932667,0.92441876
40067,1.180004436,0.76456445,0.990702965,0.919983934
31178,1.141582018,0.764110482,0.989149746,0.935510513
39364,1.239599004,0.78476874,0.99173637,0.897716565
40688,1.290948742,0.798539831,0.991278078,0.879651031
34475,1.321732487,0.776463964,0.988445438,0.869185244
39288,1.344033658,0.752759044,0.991720517,0.862059717
34945,1.239697891,0.76000435,0.991882149,0.897632113
34794,1.262442101,0.784974619,0.992639507,0.889554436
40710,1.229980461,0.791576737,0.991258614,0.90099341
41869,1.34215929,0.78113806,0.98943662,0.862623342
42143,1.343572062,0.803182771,0.992347179,0.8620829
42435,1.316837601,0.757767857,0.991750023,0.871033504
41496,1.194607977,0.7904,0.992181336,0.914636549
51901,1.243588552,0.757678832,0.989287688,0.8964131
36587,1.323499216,0.751705293,0.989238881,0.8685907
38776,1.186189001,0.775209916,0.991510688,0.917847338
32622,1.328027061,0.779311992,0.991489879,0.866247896
41942,1.236514394,0.750438361,0.989314778,0.898626557
34337,1.205514668,0.809796708,0.992886678,0.909857612
34390,1.368991991,0.793932958,0.989384044,0.854041663
41022,1.229814727,0.779530252,0.992211687,0.901181867
39901,1.127067335,0.79623643,0.992660961,0.941104793
41333,1.155509323,0.791137908,0.990842623,0.92919452
33838,1.152415344,0.782128328,0.99097991,0.930902346
44409,1.276447135,0.777958798,0.993534386,0.884453189
36540,1.225601378,0.751635331,0.986021912,0.902054173
37311,1.218916458,0.748015237,0.992577813,0.904854826
43033,1.225687405,0.744721722,0.993764866,0.901528021
34428,1.20040554,0.777770247,0.98624957,0.911356975
39070,1.274351378,0.769155052,0.991548867,0.885160679
45726,1.245183496,0.78090684,0.987133543,0.893946096
37240,1.261063051,0.789953757,0.992352173,0.889676779
39573,1.192262123,0.779732818,0.99093527,0.914778594
37606,1.098673456,0.785733687,0.991144378,0.95285947
57994,1.563090372,0.787362876,0.992011769,0.799383424
41641,1.220482552,0.794220866,0.990791853,0.903578678
34036,1.187417987,0.753842746,0.990311036,0.917352422
38896,1.171687041,0.782175032,0.989191526,0.923079404
36311,1.246763005,0.783138507,0.991941212,0.895343024
40000,1.372591921,0.727563753,0.988386459,0.852929608
39108,1.314528477,0.787721312,0.992261437,0.871333223
46379,1.292613788,0.789765858,0.990010033,0.878830056
32934,1.167756413,0.776708646,0.986018383,0.924873972
36883,1.202153401,0.779668541,0.991025607,0.911724135
36888,1.322592426,0.77758806,0.99147964,0.868806256
38997,1.274323288,0.784679464,0.991104786,0.885432861
42670,1.256224204,0.785241075,0.993157062,0.891603113
42033,1.290413215,0.758170996,0.990993752,0.87961715
35354,1.225133955,0.754363504,0.989587415,0.902772219
54282,1.18112094,0.788466846,0.990113819,0.919141696
38380,1.355101487,0.775839415,0.983951187,0.857973527
45735,1.223516741,0.753385168,0.991673714,0.903350504
43683,1.186325537,0.788900527,0.991578517,0.917913808
41323,1.303424565,0.739363035,0.98219718600000006,0.875525854
45443,1.243362246,0.780727073,0.99064789,0.896083259
36261,1.168547976,0.766633544,0.988442143,0.924333996
37492,1.27233791,0.751402918,0.991117691,0.885885416
44829,1.277933499,0.783189783,0.991792035,0.884004158
35777,1.073362406,0.797170232,0.989025267,0.964353955
46119,1.132657954,0.7909278,0.991635848,0.938825307
42027,1.280172134,0.762463716,0.991483439,0.882842792
41398,1.270182381,0.772927558,0.990335391,0.88665914
35647,1.20162407,0.771312965,0.99038702,0.911981504
39622,1.241046582,0.797544283,0.991640805,0.897164561
48237,1.610271775,0.77917232,0.992592135,0.787746552
35344,1.218424594,0.762545847,0.987069567,0.905142879
37995,1.318333662,0.783402062,0.993021797,0.870033252
38010,1.187337509,0.752613654,0.988685135,0.917211896
40646,1.237051111,0.736861188,0.989314835,0.897806588
35544,1.190767783,0.784462591,0.98873404,0.916032941
39313,1.187563652,0.769907172,0.991900893,0.91694777
39951,1.206047505,0.761885691,0.991167787,0.90972156
57649,1.416630568,0.789160997,0.98688693,0.837363243
36568,1.249964074,0.789669172,0.99145948,0.893886633
36934,1.265157207,0.77540309,0.992129368,0.888552367
41378,1.302350182,0.733028628,0.993159398,0.875452453
37109,1.313700535,0.769002818,0.993042361,0.872182899
37322,1.221121411,0.772712215,0.991815041,0.904665794
43655,1.211340354,0.782235522,0.990425846,0.908213402
49108,1.242431929,0.784447781,0.99298352,0.896717418
33459,1.12638252,0.786308517,0.990937361,0.941910858
33961,1.311240651,0.770405154,0.987841415,0.87300597
34053,1.24436186,0.743986367,0.991007508,0.895837186
42805,1.439012068,0.768698931,0.990902357,0.833128179
44369,1.308784781,0.789034713,0.986701359,0.87305648
43220,1.15153975,0.77958153,0.992718837,0.930793812
45422,1.219525626,0.77208907,0.989327409,0.90486586
39101,1.205026711,0.753347591,0.98737405600000006,0.909714258
39202,1.255008779,0.783272393,0.988900661,0.892132699
34222,1.143721216,0.7843326,0.989761684,0.93480797
39686,1.134140997,0.780452311,0.992025997,0.938185089
38613,1.289521579,0.766587254,0.991984586,0.879066787
38194,1.217262896,0.769326834,0.99249019,0.905916702
41423,1.351204805,0.754407372,0.993905511,0.859324109
43196,1.196962904,0.789097751,0.991939743,0.913392662
31823,1.225284154,0.774847821,0.986025903,0.903168466
56693,1.281831714,0.777425813,0.981918008,0.882398409
38971,1.255313227,0.754915445,0.991250159,0.891444841
34750,1.124267613,0.805069039,0.990282409,0.942411414
35316,1.256471073,0.76056338,0.990992508,0.891808578
38407,1.228550236,0.783816327,0.992711107,0.901673581
38807,1.275475687,0.754882509,0.98997449,0.884358808
41827,1.217517492,0.743591111,0.990550845,0.905738859
33794,1.114062631,0.77773175,0.99024233,0.947176588
42083,1.174036347,0.752664902,0.990374659,0.922187191
34509,1.206420478,0.783654283,0.992322291,0.910063526
41059,1.357047958,0.787536443,0.992074806,0.857389484
39493,1.209739995,0.799971642,0.990941938,0.90818725
36565,1.259739221,0.752056767,0.99113629,0.890560792
43357,1.260995172,0.787736192,0.988937548,0.889966279
43379,1.367737561,0.793440884,0.991882746,0.854645811
45628,1.208495862,0.776977437,0.989825802,0.909410763
37968,1.313965078,0.785306528,0.991538703,0.871977526
43638,1.291782979,0.741474521,0.988739096,0.878642724
32615,1.142115946,0.808562858,0.987854374,0.934146543
36361,1.189295185,0.789426835,0.991600535,0.916414612
40196,1.22941722,0.77297027,0.990195595,0.900606184
37117,1.314770186,0.750050519,0.991664218,0.8712561
44911,1.196635242,0.766857338,0.990123239,0.913277292
35872,1.182918585,0.769785408,0.990556139,0.918994092
39701,1.272943194,0.77762761,0.992028986,0.886188486
39779,1.256796099,0.775298199,0.992613849,0.891365065
42379,1.166434357,0.763585586,0.989239029,0.925319456
38066,1.153670352,0.79569398,0.991482822,0.930237392
33006,1.187442927,0.757018349,0.986490525,0.917107114
41084,1.246222961,0.763302616,0.991409266,0.895281022
37475,1.216309877,0.777489627,0.990432645,0.905641785
37092,1.201291408,0.793785311,0.989331057,0.911769493
39325,1.261861991,0.776376056,0.990304709,0.889321648
40504,1.166878224,0.763189629,0.989205295,0.924865747
38746,1.271419594,0.767916601,0.991047678,0.886528635
39141,1.244525273,0.759341171,0.992947563,0.895961466
38344,1.277450081,0.778558376,0.989752459,0.884066347
38115,1.170132563,0.787760417,0.989203498,0.923746809
44830,1.297568735,0.786836332,0.985989839,0.877043671
39034,1.169773035,0.770387621,0.993079937,0.923866818
46323,1.161358547,0.774917194,0.991035899,0.926919708
38548,1.193301707,0.783750813,0.992047765,0.914695776
45375,1.238924472,0.72937261900000006,0.984850129,0.897469831
32518,1.176673909,0.794032183,0.990134584,0.921459408
46217,1.2436622450000001,0.754563265,0.99278242,0.895858922
37777,1.298232618,0.770518887,0.989600251,0.876648453
43066,1.393222262,0.776061846,0.991618697,0.846955206
34421,1.228676843,0.755708264,0.990190438,0.900789597
47533,1.290313836,0.777941441,0.989775945,0.87988992
36733,1.181292993,0.770536164,0.99061514,0.919454897
35376,1.241944882,0.770702163,0.991118707,0.896980387
37482,1.198878581,0.761519707,0.993400652,0.912959353
38837,1.296393495,0.787960558,0.991903765,0.877922181
41913,1.364529349,0.736297519,0.991577752,0.85469923
38220,1.318684004,0.755918593,0.991131165,0.870101491
42338,1.240175814,0.750593908,0.991127654,0.897355298
34207,1.180435819,0.774299425,0.993782865,0.919874857
53939,1.562454206,0.767509036,0.990688021,0.799075693
35634,1.21688048,0.784285243,0.989668389,0.905924803
36738,1.2074229,0.746661789,0.99206092,0.908988528
34883,1.213372114,0.79973864,0.991501336,0.907132586
35403,1.21312411,0.770669163,0.991319688,0.907369539
32368,1.190581987,0.759099437,0.986648784,0.915860765
45754,1.181812164,0.786286303,0.992408468,0.919330725
34207,1.191296024,0.757730817,0.991076344,0.91519969
49923,1.159033487,0.764822134,0.990771612,0.928363916
35738,1.239517001,0.799168139,0.991317855,0.896844141
39670,1.235713024,0.796346482,0.990734497,0.899188614
45510,1.400375761,0.782402393,0.992000349,0.844552127
44868,1.287512072,0.737802772,0.982073675,0.879997079
32026,1.305469433,0.779448988,0.990015147,0.874246265
43231,1.26463314,0.786490076,0.992287741,0.888749964
49874,1.235984511,0.775054779,0.987956103,0.898824747
28734,1.097356461,0.783968133,0.984985603,0.953860842
49216,1.307266055,0.760515499,0.99345983,0.874374838
49888,1.290290505,0.764391328,0.993309971,0.87971857
39757,1.212878199,0.775746341,0.99142166,0.907233596
37765,1.168523218,0.783912818,0.990427485,0.924435168
35762,1.228916073,0.791159683,0.989075421,0.901041803
34936,1.208127223,0.786846847,0.988204679,0.908990973
35955,1.284479136,0.743624744,0.992354824,0.881934194
44417,1.334723167,0.757503923,0.99238125,0.864681918
41251,1.194076129,0.793715847,0.986016828,0.914339577
40572,1.123108581,0.758922559,0.98792247,0.942546753
44385,1.15419193,0.783190994,0.98908078,0.929927243
32465,1.225977906,0.765034405,0.99078341,0.902796056
48324,1.321114737,0.776700902,0.989252595,0.869187379
39436,1.308968889,0.779367589,0.991003669,0.872448152
36426,1.261586425,0.742539139,0.990402132,0.889889914
48433,1.176150897,0.77654321,0.990024734,0.921756749
35704,1.278019339,0.766311813,0.991943102,0.884317963
33866,1.23584543,0.799933862,0.991074303,0.899196229
42743,1.325741007,0.742104624,0.986521107,0.867350039
38125,1.172683188,0.793873896,0.992683435,0.923206892
35972,1.189517235,0.761570055,0.989982387,0.916565581
35288,1.202875256,0.794953818,0.991013255,0.911211291
34968,1.272371851,0.755509463,0.992901357,0.886166314
32323,1.146526426,0.784843629,0.991047064,0.933272294
44028,1.341921453,0.779104953,0.990617617,0.862489384
45813,1.273838149,0.754123457,0.990551351,0.885386223
38768,1.216081245,0.769389537,0.989863398,0.906348317
37865,1.224507201,0.779821237,0.990711669,0.903366709
41197,1.194401411,0.737504475,0.969158747,0.912821852
42050,1.316795696,0.770329932,0.986209484,0.870736901
36975,1.219487497,0.757436087,0.992910658,0.905338253
48327,1.36702257,0.771503831,0.991201083,0.854755204
33143,1.172812181,0.769979556,0.992989184,0.923144321
32109,1.230899418,0.767625332,0.985936684,0.90075274
37008,1.244753887,0.79334591,0.992490882,0.896074865
42772,1.329472843,0.782338308,0.992435844,0.866316909
33433,1.186934863,0.776807082,0.991841699,0.916970503
39160,1.371842619,0.747256941,0.98926361,0.85345812
37191,1.164178147,0.787361067,0.99067686,0.92642781
41334,1.296153221,0.783137552,0.992317665,0.877556979
34878,1.182248699,0.784480432,0.990373967,0.919035967
49827,1.271259661,0.78125686,0.987807779,0.886349435
34747,1.242756379,0.78414425,0.991553235,0.896800867
42370,1.254604974,0.75190772,0.990740308,0.89201827
41033,1.193772268,0.759406289,0.991614306,0.914533501
38377,1.230679405,0.794324626,0.991704998,0.900985989
38084,1.279003826,0.768581865,0.990017677,0.883736143
39984,1.268473133,0.820891845,0.990855698,0.886802201
54087,1.533960403,0.769286568,0.987673934,0.806727071
33423,1.179949356,0.772982724,0.99157445,0.920246246
45678,1.245583219,0.77537302,0.991190001,0.89565251
43132,1.211261972,0.783804903,0.993069786,0.908297999
40025,1.20576051,0.771016335,0.991847153,0.908690998
32213,1.195286422,0.762907351,0.988583704,0.914395217
40527,1.251854935,0.772531453,0.99211731,0.893284566
37220,1.275548473,0.762454933,0.992189374,0.884819833
37906,1.212391254,0.794908359,0.992225741,0.907335596
44634,1.249472566,0.738777807,0.989316429,0.893190214
36863,1.193565512,0.768459454,0.99198084,0.915066522
39124,1.261774245,0.768584001,0.991711237,0.889559757
36349,1.105962813,0.740878888,0.9919225,0.949718792
33159,1.170878708,0.788111423,0.99233877,0.923708669
42767,1.15067225,0.777581818,0.987736154,0.932007583
47171,1.276147777,0.762297996,0.991049856,0.884646465
38554,1.299937059,0.773865917,0.992585346,0.876430937
38899,1.305640937,0.762321908,0.991941859,0.874279352
34254,1.148975344,0.775363303,0.990715835,0.932444792
47044,1.303516335,0.779829593,0.992091778,0.875263319
43407,1.288254324,0.780420712,0.989581434,0.879883772
36736,1.315219041,0.750786838,0.992248062,0.871413769
34425,1.233838406,0.758928571,0.989480038,0.899905832
39951,1.200630801,0.80864285,0.992152383,0.912012637
38928,1.282850274,0.801713485,0.99126582,0.882386513
38802,1.221188842,0.791958363,0.992581602,0.904452895
37420,1.196122384,0.755898513,0.991074503,0.913393992
36411,1.212281263,0.770374915,0.988757637,0.90783642
35134,1.143015081,0.797575537,0.993608597,0.934757008
31768,1.205504947,0.777674419,0.987411805,0.910201041
53874,1.548807038,0.736587367,0.981704873,0.802761236
61013,1.45544841,0.784874447,0.984874899,0.828081238
76545,1.835225512,0.801938188,0.983868895,0.736609583
58260,1.371506803,0.735401782,0.982312971,0.852408593
73887,1.66486509,0.702181041,0.98552793,0.773706764
69949,1.512331139,0.785449605,0.980172076,0.812067262
62792,1.734234481,0.711008447,0.98236831,0.756991599
61484,1.898470647,0.807364026,0.988600003,0.724721371
77418,1.347559628,0.765726381,0.977956874,0.860505074
79332,1.567552554,0.773419906,0.975877382,0.796118368
62835,1.501998813,0.783947999,0.981950305,0.815028314
71197,1.559966544,0.775566449,0.985821299,0.800117434
78536,1.467854831,0.791717491,0.979593873,0.824284229
76163,1.407208072,0.777094174,0.98591604,0.841610934
72960,1.567976739,0.776566757,0.982930739,0.796347816
81090,1.498924126,0.706500431,0.982230459,0.814246684
