Area,AspectRatio,Extent,Solidity,Compactness,Class
35499,1.154150283,0.771650291,0.989188285,0.930335038,Seker
32934,1.167756413,0.776708646,0.986018383,0.924873972,Seker
37179,1.219112015,0.771668742,0.989988018,0.905105284,Seker
33168,1.297552191,0.761240274,0.9888498,0.877028274,Seker
38866,1.269131195,0.754914148,0.989762657,0.886896004,Seker
44220,1.240489078,0.779756657,0.986129075,0.897175553,Seker
43460,1.244197332,0.778769308,0.991965672,0.896059083,Seker
37393,1.249988222,0.782280335,0.992725728,0.894094124,Seker
39951,1.206047505,0.761885691,0.991167787,0.90972156,Seker
42708,1.32945497,0.787476491,0.991894465,0.866920509,Seker
45984,1.46935473,0.750269212,0.991825378,0.824362018,Seker
38058,1.225014344,0.743146138,0.991997915,0.902995905,Seker
40445,1.291863429,0.767981923,0.991420517,0.87849783,Seker
42094,1.328500704,0.787569226,0.991496879,0.866839751,Seker
44704,1.413315754,0.731138479,0.992539964,0.840733662,Seker
38426,1.086314547,0.777319254,0.98817055,0.958702232,Seker
41354,1.363673682,0.772914175,0.988573341,0.855955554,Seker
44826,1.236640143,0.752492866,0.987879055,0.898725494,Seker
38929,1.235280985,0.75030838,0.992352596,0.89903324,Seker
41262,1.359289058,0.757100917,0.992447566,0.856780973,Seker
37031,1.273699645,0.764503076,0.989525158,0.885776434,Seker
38017,1.251303926,0.757808918,0.990722644,0.893376712,Seker
42687,1.29393285,0.767199856,0.99223635,0.878736516,Seker
33236,1.049424005,0.76828479,0.988842938,0.975594507,Seker
37642,1.203600154,0.746894718,0.992459397,0.910511299,Seker
47210,1.27601019,0.749781625,0.990371101,0.884643405,Seker
46119,1.132657954,0.7909278,0.991635848,0.938825307,Seker
35738,1.239517001,0.799168139,0.991317855,0.896844141,Seker
33717,1.247609077,0.766225798,0.992114168,0.894537867,Seker
45656,1.270610923,0.75524383,0.992780725,0.886970912,Seker
42767,1.15067225,0.777581818,0.987736154,0.932007583,Seker
42846,1.324507796,0.786396006,0.993392224,0.868092156,Seker
39430,1.110238546,0.782807227,0.983659723,0.946330085,Seker
34912,1.192614885,0.774376719,0.990551851,0.91543705,Seker
44212,1.275902665,0.752365394,0.991767424,0.884253561,Seker
39180,1.191517282,0.757306324,0.992979699,0.915955356,Seker
42027,1.280172134,0.762463716,0.991483439,0.882842792,Seker
34879,1.253691263,0.769785919,0.988129639,0.892215595,Seker
45739,1.359103444,0.780782165,0.992492134,0.857406012,Seker
44581,1.15968094,0.781875899,0.989677219,0.927615048,Seker
42315,1.206503269,0.760855884,0.987583728,0.909743856,Seker
34421,1.228676843,0.755708264,0.990190438,0.900789597,Seker
34629,1.22905782,0.745816373,0.991808678,0.900688456,Seker
40719,1.259256381,0.756647775,0.988973356,0.890672434,Seker
40172,1.169679287,0.819736359,0.991876744,0.92346708,Seker
39040,1.243136639,0.754746162,0.991718742,0.896351114,Seker
34722,1.167037322,0.790375817,0.992085488,0.925200082,Seker
35725,1.212734286,0.765727146,0.990902283,0.906956028,Seker
35809,1.187399664,0.765149573,0.992103951,0.917259465,Seker
37165,1.185412139,0.750307876,0.991674894,0.917915316,Seker
36540,1.225601378,0.751635331,0.986021912,0.902054173,Seker
45545,1.29141589,0.762259414,0.988818932,0.87875424,Seker
34151,1.17836629,0.778210737,0.993079182,0.920536431,Seker
43357,1.260995172,0.787736192,0.988937548,0.889966279,Seker
45154,1.300281134,0.757642874,0.992395604,0.876225515,Seker
44478,1.187638756,0.786608659,0.990380762,0.916134652,Seker
35955,1.402359694,0.776582648,0.990632319,0.843481888,Seker
40596,1.259449942,0.780392157,0.989591205,0.890312391,Seker
43625,1.432586637,0.766925092,0.988131101,0.834685957,Seker
48606,1.333119094,0.738782831,0.99201992,0.865651225,Seker
36939,1.237313394,0.730337301,0.990773275,0.897474898,Seker
38104,1.29256573,0.764910168,0.992886364,0.879135492,Seker
31203,1.163315112,0.762984155,0.988750871,0.926782809,Seker
43220,1.15153975,0.77958153,0.992718837,0.930793812,Seker
36373,1.288757984,0.783900862,0.99152219,0.880242599,Seker
41229,1.392264453,0.796788033,0.99086736,0.846415881,Seker
32323,1.146526426,0.784843629,0.991047064,0.933272294,Seker
37889,1.193733304,0.784142884,0.990639789,0.914578581,Seker
39397,1.346265441,0.790184123,0.992817902,0.861607875,Seker
38945,1.178370984,0.783917069,0.990992137,0.920628448,Seker
36856,1.225782165,0.790816436,0.992727469,0.902878285,Seker
37365,1.287279496,0.754848485,0.991824384,0.881033716,Seker
48067,1.202687376,0.733993006,0.993078798,0.91102372,Seker
39343,1.251018802,0.74407565,0.991781996,0.893037238,Seker
38838,1.203759852,0.78785297,0.991018117,0.910474997,Seker
34800,1.15858982,0.784632035,0.990888383,0.928785493,Seker
49335,1.436563496,0.755952928,0.987806343,0.833807108,Seker
34771,1.199811896,0.783978175,0.988851918,0.91249341,Seker
34626,1.217464754,0.761848185,0.991779566,0.905476447,Seker
41091,1.258954302,0.753534687,0.990049152,0.890698878,Seker
49923,1.159033487,0.764822134,0.990771612,0.928363916,Seker
45009,1.345947,0.743643123,0.991431341,0.861365601,Seker
41031,1.377199984,0.742992177,0.988508239,0.851357099,Seker
36606,1.30703204,0.780012785,0.989592063,0.8744453,Seker
48324,1.321114737,0.776700902,0.989252595,0.869187379,Seker
43685,1.216446715,0.770730416,0.989647048,0.906110912,Seker
35539,1.342422904,0.826104138,0.991242016,0.860995462,Seker
38986,1.200330277,0.776335179,0.992010178,0.911958507,Seker
41616,1.240448006,0.774784503,0.988855887,0.896838577,Seker
41786,1.208053635,0.734608488,0.992046723,0.908433258,Seker
41376,1.288547682,0.762494471,0.992753971,0.880258186,Seker
40956,1.319410231,0.747031464,0.992295392,0.87014055,Seker
39803,1.251062387,0.79115484,0.989090999,0.892207622,Seker
51342,1.632024969,0.803738318,0.989286678,0.781970538,Seker
56493,1.432359838,0.712980375,0.989733527,0.834718794,Seker
42050,1.316795696,0.770329932,0.986209484,0.870736901,Seker
36261,1.168547976,0.766633544,0.988442143,0.924333996,Seker
41931,1.279054867,0.779966518,0.990223167,0.883573871,Seker
42320,1.228305281,0.760330579,0.990451226,0.900728997,Seker
41355,1.273253144,0.79350308,0.993084072,0.885602669,Seker
41221,1.191706531,0.773667417,0.989343574,0.915223029,Seker
36831,1.230513111,0.782256866,0.991973929,0.900976724,Seker
31915,1.150240653,0.777655945,0.99164181,0.93186947,Seker
39930,1.243761918,0.769319693,0.992444201,0.89637847,Seker
43524,1.451140552,0.715384615,0.992135677,0.829548763,Seker
38723,1.306988288,0.755231798,0.991042408,0.873189106,Seker
39703,1.221962329,0.763768924,0.991261578,0.904366523,Seker
37114,1.201899659,0.76253287300000006,0.989047302,0.911659791,Seker
34313,1.115243208,0.796975891,0.991705202,0.946067007,Seker
51268,1.326534672,0.730126178,0.991318135,0.866540971,Seker
40091,1.336229961,0.786823151,0.989901235,0.864603546,Seker
37918,1.140324085,0.779484017,0.990828085,0.93585991,Seker
39070,1.274351378,0.769155052,0.991548867,0.885160679,Seker
32258,1.185348348,0.775805676,0.9891451,0.917839581,Seker
40422,1.204018832,0.768771396,0.988530483,0.910940173,Seker
34428,1.20040554,0.777770247,0.98624957,0.911356975,Seker
48224,1.237665852,0.779377778,0.991406603,0.898355602,Seker
42365,1.293303573,0.769405398,0.9915044,0.877980589,Seker
36144,1.075875676,0.783287101,0.988540328,0.963626055,Seker
39951,1.200630801,0.80864285,0.992152383,0.912012637,Seker
42051,1.293283417,0.763453159,0.987947561,0.878871169,Seker
36707,1.276124698,0.786202317,0.990100879,0.884638662,Seker
41138,1.167529869,0.788749137,0.989846006,0.924977748,Seker
37722,1.169640952,0.798602731,0.991875049,0.92390695,Seker
35703,1.163859107,0.785544554,0.992108261,0.92654092,Seker
36076,1.287155412,0.759127159,0.99036429,0.880072647,Seker
35059,1.183766279,0.7777063,0.992779068,0.918474918,Seker
37577,1.269703757,0.75543806,0.991922498,0.886704226,Seker
45454,1.194893077,0.746028099,0.981833891,0.913203526,Seker
36120,1.145608381,0.763539509,0.991300052,0.933779471,Seker
42749,1.216949461,0.74530144,0.992961999,0.905242708,Seker
37211,1.260488493,0.792600324,0.990734578,0.889533554,Seker
41567,1.103480435,0.801832562,0.989313595,0.950992632,Seker
38095,1.277758404,0.776608974,0.991721553,0.884224565,Seker
35364,1.09569225,0.79216881,0.988898521,0.9545666,Seker
38489,1.214826063,0.78887067,0.992444949,0.906819981,Seker
35838,1.214148986,0.788931449,0.990191473,0.907047598,Seker
40660,1.124358791,0.784714851,0.991054671,0.941683591,Seker
44197,1.274466382,0.793696687,0.989167655,0.885085082,Seker
35377,1.255328656,0.781984969,0.9906194,0.89221145,Seker
46625,1.328064564,0.735874369,0.99219016,0.866720849,Seker
39383,1.217910155,0.774645948,0.990891936,0.905534103,Seker
33344,1.194253546,0.763352487,0.989671139,0.914466735,Seker
56204,1.257049581,0.751671749,0.980359323,0.890558727,Seker
53192,1.489646843,0.799062613,0.992443607,0.81893585,Seker
37987,1.234610791,0.775878268,0.991646435,0.899607872,Seker
35978,1.292520761,0.746927421,0.991211395,0.878861949,Seker
42863,1.225515686,0.794274067,0.993509955,0.902836133,Seker
39276,1.331410549,0.773987585,0.991793137,0.865976762,Seker
44421,1.189879137,0.758490566,0.983701309,0.915378696,Seker
36405,1.205133482,0.794868996,0.990935816,0.910258283,Seker
33325,1.179669807,0.798969072,0.988843061,0.920302508,Seker
34207,1.191296024,0.757730817,0.991076344,0.91519969,Seker
41059,1.357047958,0.787536443,0.992074806,0.857389484,Seker
44593,1.525955183,0.696199963,0.992146131,0.808574723,Seker
37047,1.315166051,0.797807735,0.98945035,0.871581247,Seker
32066,1.364864213,0.780878628,0.9872233,0.854599524,Seker
40846,1.271988616,0.77744152,0.990686393,0.88612502,Seker
38338,1.249887912,0.764131388,0.988041854,0.894089614,Seker
39313,1.187563652,0.769907172,0.991900893,0.91694777,Seker
36461,1.263279999,0.758987489,0.990653444,0.888276263,Seker
38650,1.230160108,0.784373415,0.992756601,0.900989957,Seker
37580,1.237831946,0.798894558,0.990668002,0.898350628,Seker
42633,1.238628597,0.749525316,0.989669901,0.897222419,Seker
45725,1.309228218,0.744913087,0.99246831,0.873487594,Seker
40338,1.33527045,0.779342723,0.991739195,0.864759669,Seker
51026,1.295839623,0.779784828,0.992588558,0.877985801,Seker
45252,1.255296535,0.714024236,0.989482431,0.889328067,Seker
40533,1.238038528,0.767205482,0.985485047,0.898090794,Seker
31374,1.207992784,0.769196823,0.99272244,0.909040279,Seker
38151,1.186124776,0.777196056,0.985202975,0.917186842,Seker
47049,1.161107515,0.795283976,0.989755133,0.92754214,Seker
39901,1.30941404,0.769324207,0.98970632,0.873122752,Seker
44945,1.289761681,0.786852241,0.992491995,0.877582638,Seker
38554,1.217521711,0.764960317,0.993250206,0.905744035,Seker
45218,1.259280744,0.784054654,0.989799492,0.890586199,Seker
40480,1.322731344,0.784739454,0.991913747,0.868757545,Seker
32836,1.138962252,0.80291471,0.988291949,0.936193476,Seker
47812,1.306401936,0.746129838,0.990306545,0.874168148,Seker
45477,1.262533758,0.794496855,0.992362581,0.889501464,Seker
39037,1.263741855,0.741443495,0.991592156,0.888989261,Seker
34878,1.182248699,0.784480432,0.990373967,0.919035967,Seker
34469,1.205055483,0.789667812,0.991999309,0.910213729,Seker
36345,1.149669212,0.784142395,0.992680196,0.932109658,Seker
33468,1.181652029,0.792329545,0.991703212,0.91966805,Seker
39059,1.259476941,0.763676534,0.989637174,0.889754879,Seker
39948,1.177939259,0.77203154,0.989154658,0.920642906,Seker
43504,1.091698251,0.773404444,0.990325298,0.956714335,Seker
32622,1.328027061,0.779311992,0.991489879,0.866247896,Seker
41942,1.236514394,0.750438361,0.989314778,0.898626557,Seker
43204,1.254760983,0.729181435,0.981775212,0.890597786,Seker
45530,1.228500274,0.775744565,0.993389043,0.90156708,Seker
44901,1.145043445,0.799007047,0.992813868,0.93374909,Seker
38222,1.195012987,0.792330017,0.993011353,0.914440528,Seker
40462,1.208212332,0.792906134,0.988493392,0.909200346,Seker
35437,1.150348272,0.781549116,0.989749749,0.931489499,Seker
41546,1.197110304,0.77871495,0.991716993,0.913657261,Seker
32795,1.213415795,0.775992617,0.99105497,0.907341385,Seker
41569,1.276725635,0.763967507,0.993356752,0.884641931,Seker
42339,1.255143777,0.771202186,0.99210329,0.892317032,Seker
34878,1.143372259,0.765204037,0.991190178,0.934869339,Seker
37430,1.258716132,0.736898059,0.991733347,0.890094096,Seker
36013,1.375092267,0.776677881,0.991356291,0.852376813,Seker
36336,1.224487485,0.764003364,0.992461488,0.903231687,Seker
37429,1.338105088,0.770841914,0.989844762,0.864179974,Seker
41388,1.318717769,0.78804265,0.989622687,0.870355105,Seker
38438,1.224142788,0.755909538,0.991922789,0.903275608,Seker
36361,1.189295185,0.789426835,0.991600535,0.916414612,Seker
42247,1.31328589,0.75867828,0.993229105,0.872043287,Seker
36532,1.273132289,0.812147081,0.990214946,0.884635018,Seker
41301,1.253908295,0.780117865,0.991073357,0.891293497,Seker
43683,1.186325537,0.788900527,0.991578517,0.917913808,Seker
40021,1.247853688,0.782332473,0.992682806,0.894673605,Seker
40958,1.15624091,0.754568902,0.989323671,0.929241018,Seker
36029,1.239311249,0.774950529,0.990596904,0.897430051,Seker
35758,1.25687997,0.745890697,0.991927654,0.891155421,Seker
43616,1.240196368,0.788259958,0.991949056,0.897540238,Seker
40168,1.280522155,0.79617847,0.988629092,0.883127147,Seker
38472,1.284873116,0.75346651,0.986486833,0.881590272,Seker
42535,1.262757188,0.7606402,0.992996381,0.889354065,Seker
48644,1.679978719,0.718183429,0.989121373,0.770126211,Seker
45993,1.158959149,0.773576655,0.990908112,0.928107267,Seker
39515,1.134386096,0.796207862,0.991543712,0.938699693,Seker
35565,1.139990154,0.801428668,0.990061801,0.93621424,Seker
39755,1.394905442,0.733027252,0.988733585,0.845531143,Seker
53662,1.177109149,0.786532993,0.993299274,0.921219268,Seker
37512,1.312288892,0.790991903,0.989997625,0.87229572,Seker
36384,1.23658858,0.755199469,0.990067757,0.898792902,Seker
35510,1.13961546,0.771956522,0.991927149,0.936083459,Seker
41595,1.368059516,0.713709677,0.990262832,0.853404851,Seker
40044,1.352046255,0.781803983,0.99266237,0.859569735,Seker
33276,1.299286096,0.759656652,0.98283959,0.876686794,Seker
40572,1.21427648,0.767478814,0.99198044,0.906545606,Seker
34395,1.224786513,0.791235335,0.992984583,0.903118094,Seker
41068,1.041963699,0.793676562,0.9921724,0.979431992,Seker
31821,1.125106823,0.772354369,0.989212882,0.941748668,Seker
40459,1.212287997,0.758568322,0.990937814,0.907680086,Seker
34700,1.2328649,0.747877064,0.987085396,0.899685942,Seker
44903,1.340859837,0.736307884,0.990121497,0.862771224,Seker
34729,1.181519496,0.777143752,0.99103958,0.919021523,Seker
42516,1.437541964,0.726520848,0.991557442,0.833347512,Seker
38692,1.11606977,0.767728878,0.993146641,0.946115799,Seker
36768,1.274648498,0.781732364,0.988971973,0.885488793,Seker
38990,1.114478434,0.763746058,0.990121638,0.946858179,Seker
44353,1.164053338,0.774454339,0.990752117,0.92657909,Seker
37574,1.341944686,0.748113489,0.988763454,0.862823536,Seker
41087,1.235044158,0.766034007,0.98961896,0.898932825,Seker
36677,1.191519362,0.777664695,0.992396775,0.915370611,Seker
44706,1.248867128,0.78089083,0.990648821,0.894288849,Seker
38457,1.181214518,0.778986388,0.991134249,0.91933345,Seker
48611,1.305335627,0.74623131,0.990868138,0.874467639,Seker
40243,1.241087224,0.795441967,0.991206897,0.897318385,Seker
48433,1.176150897,0.77654321,0.990024734,0.921756749,Seker
38001,1.19039809,0.749260618,0.987269751,0.915594758,Seker
33930,1.162243676,0.76272901,0.990628011,0.927270341,Seker
35246,1.284005131,0.781282557,0.990083991,0.882338556,Seker
36006,1.1473371510000001,0.772329472,0.986763134,0.93342736,Seker
41333,1.155509323,0.791137908,0.990842623,0.92919452,Seker
50666,1.237953426,0.773845707,0.990595734,0.898041537,Seker
37688,1.184194107,0.777649389,0.989627918,0.918162545,Seker
36613,1.163194681,0.757030022,0.989727786,0.926452655,Seker
38702,1.28591485,0.79300877,0.991901174,0.881217912,Seker
33019,1.197051022,0.764328704,0.990371926,0.913517768,Seker
43791,1.346492952,0.734945623,0.993556438,0.860803009,Seker
43661,1.211876409,0.79580417,0.992047443,0.907813413,Seker
39158,1.181673423,0.76331384,0.98799011,0.918776275,Seker
49092,1.339838478,0.739693828,0.990337092,0.863432623,Seker
37008,1.244753887,0.79334591,0.992490882,0.896074865,Seker
42743,1.292952392,0.745430764,0.99162490700000006,0.879078328,Seker
49680,1.219325987,0.749253461,0.988381346,0.904683448,Seker
38628,1.278311274,0.74025526,0.990106116,0.882089509,Seker
36975,1.219487497,0.757436087,0.992910658,0.905338253,Seker
37927,1.125974018,0.791845001,0.992645519,0.942083231,Seker
34968,1.317327882,0.743367347,0.975179876,0.868963662,Seker
38670,1.222685174,0.763625592,0.991284286,0.903759073,Seker
45606,1.380928454,0.789440886,0.989541746,0.84964755,Seker
42998,1.2181119,0.77941523,0.991285504,0.905452238,Seker
46217,1.2436622450000001,0.754563265,0.99278242,0.895858922,Seker
41182,1.281035508,0.781382817,0.992744016,0.882828377,Seker
40838,1.1328355,0.790423102,0.991021161,0.938782236,Seker
42820,1.285191024,0.802774653,0.991984432,0.880642055,Seker
39263,1.339092639,0.781586543,0.987301348,0.861219079,Seker
48335,1.402953263,0.734730794,0.989214523,0.843931657,Seker
40422,1.302301288,0.782507695,0.992876793,0.875478265,Seker
40119,1.37112315,0.753408451,0.991277921,0.853534048,Seker
45328,1.50560698,0.778671064,0.989197565,0.814353066,Seker
38445,1.128114599,0.76966967,0.991796301,0.940740691,Seker
40393,1.222263119,0.766834362,0.990874525,0.903639181,Seker
36952,1.245899902,0.786296415,0.991148544,0.895497471,Seker
42461,1.30674311,0.759914811,0.991894038,0.874600633,Seker
43917,1.14904958,0.763521619,0.98952278,0.932180127,Seker
38609,1.256117524,0.773820499,0.992238699,0.891575278,Seker
38495,1.280699985,0.765429889,0.977700455,0.882191907,Seker
32925,1.207370616,0.768683025,0.990166005,0.909469438,Seker
36824,1.190274291,0.767198633,0.991892256,0.916102266,Seker
40464,1.109177813,0.748557052,0.983998833,0.947095688,Seker
36156,1.239040375,0.780401468,0.993187562,0.897809167,Seker
34179,1.16254527,0.778015524,0.988518047,0.926905486,Seker
32015,1.110108127,0.761880964,0.988880309,0.948189147,Seker
41152,1.270951924,0.788790707,0.992331806,0.886382515,Seker
39122,1.207507154,0.790774766,0.989628655,0.909577624,Seker
38331,1.153791074,0.787974098,0.992028779,0.929793676,Seker
35777,1.073362406,0.797170232,0.989025267,0.964353955,Seker
49105,1.340990045,0.76312804,0.990959175,0.863062001,Seker
38834,1.251448597,0.772600668,0.991903144,0.893708074,Seker
42218,1.155828556,0.77420183,0.992267375,0.92965563,Seker
36898,1.221475636,0.775803705,0.990550336,0.903648845,Seker
36520,1.169104433,0.796892729,0.990990991,0.924158319,Seker
35677,1.224393188,0.76843715,0.987735327,0.903202572,Seker
32279,1.15713587,0.790183599,0.989455292,0.929173821,Seker
38010,1.187337509,0.752613654,0.988685135,0.917211896,Seker
41574,1.368928955,0.752470588,0.989715755,0.854254949,Seker
35511,1.097921389,0.759074003,0.96916023,0.948665399,Seker
59385,1.276218517,0.790882576,0.988201817,0.884188935,Seker
36741,1.214544095,0.752642576,0.991606391,0.906425378,Seker
32920,1.144315272,0.777974713,0.986337488,0.934450294,Seker
38220,1.318684004,0.755918593,0.991131165,0.870101491,Seker
48094,1.438061311,0.795270773,0.989303493,0.833638026,Seker
39764,1.260274684,0.767422561,0.991893038,0.890216159,Seker
56201,1.600648049,0.784886319,0.992932987,0.789075593,Seker
42324,1.192089059,0.784286111,0.99198425,0.914816693,Seker
40339,1.258313725,0.803565737,0.989792663,0.889867282,Seker
57994,1.563090372,0.787362876,0.992011769,0.799383424,Seker
38190,1.285019533,0.796986519,0.991767731,0.881414871,Seker
37191,1.164178147,0.787361067,0.99067686,0.92642781,Seker
44724,1.178643537,0.786951014,0.990915939,0.92037786,Seker
41986,1.277267861,0.756913647,0.991522021,0.88396354,Seker
33560,1.213352027,0.739858907,0.990058117,0.906886164,Seker
42018,1.193354794,0.806797235,0.991294501,0.914638409,Seker
35176,1.240850257,0.79536924,0.990901152,0.89753302,Seker
48620,1.337971195,0.723964383,0.975776186,0.863125004,Seker
39023,1.238284266,0.783594378,0.992623305,0.898108202,Seker
33498,1.21686354,0.781494961,0.992680397,0.906040516,Seker
37998,1.263389214,0.753495013,0.983105224,0.887786356,Seker
39282,1.452219606,0.70901018,0.985375643,0.828757554,Seker
33631,1.178953771,0.762884493,0.988885295,0.92014435000000006,Seker
48004,1.290549382,0.77520832,0.992289724,0.879536654,Seker
47300,1.309733691,0.774609829,0.989146574,0.873288429,Seker
44749,1.247415976,0.781368954,0.991535751,0.894821641,Seker
40841,1.189510548,0.788618985,0.991984649,0.916115688,Seker
38008,1.346137277,0.760464186,0.990101073,0.861460634,Seker
36152,1.345240827,0.761575732,0.988245585,0.861855453,Seker
42974,1.171991891,0.764335515,0.989796623,0.922858839,Seker
33620,1.158927754,0.783244805,0.988474656,0.928721179,Seker
34474,1.159255102,0.793308174,0.991372865,0.92846748,Seker
50459,1.27815966,0.743596923,0.988713628,0.883470622,Seker
36663,1.17888629,0.772259084,0.988434164,0.920536257,Seker
32057,1.140593884,0.779804909,0.992446054,0.935679416,Seker
41330,1.3875964,0.736654487,0.992483731,0.848392921,Seker
46028,1.176206819,0.771453473,0.991683544,0.921174295,Seker
37170,1.146199754,0.79265562,0.991596639,0.933772948,Seker
41386,1.189170508,0.772674657,0.990854242,0.916125879,Seker
34503,1.272478978,0.747724515,0.989049735,0.886074778,Seker
42013,1.152450559,0.788443494,0.99319165,0.93087616,Seker
45195,1.269011758,0.785098843,0.993056624,0.886710108,Seker
36841,1.209585822,0.797165422,0.99224326,0.908522076,Seker
46294,1.236797595,0.755894455,0.990881849,0.89708542,Seker
37190,1.25436934,0.785659963,0.986289018,0.892445489,Seker
38938,1.1722315,0.788138852,0.987622381,0.922616146,Seker
53933,1.201499219,0.792293454,0.990141362,0.91181822,Seker
38216,1.202503673,0.776747967,0.991541695,0.911702961,Seker
43525,1.442091164,0.785649819,0.992339436,0.832364647,Seker
31178,1.141582018,0.764110482,0.989149746,0.935510513,Seker
36343,1.274642756,0.786270607,0.989275118,0.883745687,Seker
35352,1.189405053,0.755384615,0.988590604,0.916363955,Seker
35517,1.199574205,0.771622238,0.989855355,0.912691478,Seker
34523,1.22232617,0.785863874,0.989821664,0.904017105,Seker
36598,1.257798346,0.774790414,0.989911011,0.890907053,Seker
35967,1.169438462,0.78621549,0.992932667,0.92441876,Seker
39123,1.215101088,0.771748136,0.991560219,0.906731366,Seker
34945,1.239697891,0.76000435,0.991882149,0.897632113,Seker
34259,1.185944914,0.770124761,0.989486757,0.917857473,Seker
42764,1.285112276,0.772303691,0.990847795,0.881732559,Seker
37997,1.258302365,0.776177636,0.991959274,0.890844513,Seker
40504,1.166878224,0.763189629,0.989205295,0.924865747,Seker
36988,1.246804618,0.762167731,0.991316467,0.8948939,Seker
37663,1.134780562,0.753998919,0.988945489,0.937553015,Seker
47273,1.208979374,0.779362305,0.99246305,0.908332473,Seker
